user_uid,element_uid,rating
478550,747,8
185814,2714,10
518172,3218,5
465183,2714,10
4168,2714,9
497656,2714,7
495606,747,10
472376,2714,9
185473,2714,10
73383,2714,9
326199,2714,7
553346,2714,10
101278,747,7
205730,9785,9
457479,2714,9
531278,2714,7
313221,2714,9
409267,2714,9
96483,2714,8
230017,2714,8
103731,747,8
180841,2714,10
51125,747,10
223201,4743,10
476099,2714,10
534122,747,10
313583,2714,10
249100,747,8
512520,2714,8
463758,1761,10
548527,747,10
529805,2714,10
561860,925,10
1436,2714,10
121284,6383,8
209161,2714,10
163490,2921,7
139760,6164,9
11779,1034,10
185786,2714,9
142826,2714,9
47975,2714,9
526950,2714,10
192372,2714,10
341752,2714,10
47424,2714,10
316267,2714,10
141615,2714,10
523670,2714,10
427617,2714,10
590485,747,10
246124,747,10
160521,2714,9
275787,2714,10
166616,747,5
451583,2633,7
8952,2714,9
196068,2436,4
241410,2714,10
110617,2714,10
573919,4886,9
458099,2714,10
289919,2714,10
380090,2714,8
481203,2714,10
483433,2714,10
268558,747,10
576099,2714,8
259575,2714,10
24124,7026,8
313583,747,10
589571,747,10
114238,2714,8
283082,2714,10
192915,747,10
110041,2714,8
584078,2714,8
400063,2714,8
558956,747,10
179501,2714,9
459883,9016,10
158341,2714,10
177141,2714,8
132349,2714,8
590460,2714,8
268740,2714,8
423064,2714,10
24124,5034,5
24290,2714,9
479715,2714,8
11831,2714,10
246124,2714,10
432181,747,10
252889,2714,4
493771,2714,9
120934,2714,10
215647,2714,9
402980,747,10
361839,747,10
310747,2714,8
391658,747,10
398258,2714,10
508437,2714,9
399799,2714,10
66292,6043,10
104925,747,8
583928,468,8
166616,2714,10
275515,2714,8
558200,2714,9
215977,5407,9
200750,2714,10
249721,747,10
241119,2714,10
46089,2714,8
538173,2714,2
293390,2714,10
304993,2714,9
436552,2714,9
556990,747,9
391097,2714,10
6361,7632,10
139545,747,8
324848,747,4
432181,2714,5
455131,2714,8
446135,2714,10
73941,2714,4
386563,2714,8
80850,4764,4
75444,8907,2
510028,2714,9
477901,2714,9
434283,2714,10
61716,2714,10
232749,5034,9
6361,2477,10
432085,2714,9
478741,2714,9
279876,2714,10
265363,2714,10
270053,2714,9
230545,2714,10
563107,5858,8
412130,2714,7
195606,2714,8
460140,747,10
374284,747,8
497621,747,9
75444,2714,7
241510,747,10
344800,2714,9
212942,2714,10
23205,2714,8
376936,747,10
198147,747,10
287590,2714,10
530014,747,9
530014,2714,6
43324,2714,8
369429,747,10
375853,2714,10
405957,2714,10
1665,2714,10
108278,2714,10
551034,2714,8
477177,2714,10
42179,747,9
532004,2714,9
284212,5298,10
352536,2714,8
134120,3438,8
77854,2714,8
447937,2714,10
95532,2714,10
312075,2714,10
315109,2714,6
353482,6752,9
506683,2714,8
132301,2714,10
84968,2714,10
113429,2714,8
139545,2714,7
140720,2714,7
549050,2714,10
352551,2714,7
494112,2714,8
256019,468,6
97090,2714,10
170945,747,9
470933,747,6
207874,7609,9
49939,2714,10
3060,2714,10
428867,2714,10
12165,747,8
337330,2714,9
551539,2714,8
42179,2714,7
140638,747,10
531654,2714,8
494741,2714,9
526106,2714,10
116003,2714,10
524371,747,10
95093,2714,8
51662,2714,5
502805,747,8
455708,2714,10
325741,2714,8
296170,2714,10
474301,2714,7
42840,747,10
102722,2714,4
147409,2714,10
78740,4732,6
68997,2714,9
64675,2714,10
48967,2714,10
77854,747,9
412150,747,4
76939,747,10
292552,2714,10
422408,2714,5
139465,2714,10
227821,2714,10
500779,2714,10
44081,2714,10
499926,3150,6
114818,2714,10
418905,2714,8
586434,2714,8
223282,3485,9
484562,747,10
194849,468,7
180638,747,10
473207,2714,10
93330,2714,10
127981,2714,9
315271,2714,6
463943,2714,7
329162,2714,10
456701,2714,8
428683,2714,8
97543,747,10
252801,2714,10
462937,747,10
194475,2714,10
36836,2714,9
140832,2714,10
584078,747,10
290716,2714,10
229219,7328,7
293907,2714,10
116672,2714,10
267205,2714,8
144560,2714,10
5443,2714,9
149406,2714,9
137993,2714,10
435572,1912,10
332422,747,10
577352,747,10
118831,747,8
248541,2714,8
325698,2714,9
263791,747,10
239193,2714,8
71889,747,9
505206,747,4
37489,747,10
186119,2428,4
330462,2714,10
328975,2714,10
237813,2714,10
61241,2714,8
117495,2714,9
171606,2714,10
103717,747,10
509500,4461,8
73673,2714,7
315374,2714,10
365405,747,10
215624,747,8
241377,2714,9
34005,2714,4
590213,2714,9
110358,2714,10
87889,8907,2
350579,2714,10
377557,2714,8
119831,9392,9
115444,747,10
287349,2714,8
213543,2714,8
489615,7609,3
354653,747,10
565990,2714,9
536979,2714,8
92603,2714,10
9996,2714,10
499800,2714,8
5426,2714,8
1275,747,10
112901,747,10
294693,2714,10
73387,2714,9
378023,2714,10
332279,2714,9
477555,747,7
474137,2714,10
397390,747,10
103717,2714,9
386311,2714,10
418065,4118,8
104925,2714,9
477177,4764,4
475774,2714,10
130147,2714,8
501878,2714,10
138291,6374,10
381615,2714,8
555401,2714,10
513411,747,8
1275,2714,10
385626,747,5
111066,2714,10
98042,2714,10
145286,2714,8
355482,2714,7
451930,2714,9
423741,1415,10
452169,2714,9
130460,2714,10
68579,2714,10
462329,2714,9
225039,2714,10
473395,2714,10
138140,2714,10
365741,2714,10
475926,747,8
22960,2714,4
8517,746,8
252689,2714,7
16843,2714,6
331188,2714,8
141450,2714,9
229124,2714,9
513411,2714,10
551697,4764,8
258491,2714,10
244400,2714,10
318302,747,8
166642,2714,10
229108,2501,10
590190,2714,9
307774,2714,9
413611,6811,4
542950,2714,7
507874,747,7
264139,5441,10
318302,2714,10
567468,2622,6
556351,7644,9
204452,2714,10
520183,2714,10
242354,747,8
438976,747,4
69965,2714,6
201663,2714,10
502099,9322,8
579439,2714,10
475129,1654,8
571660,2714,9
426312,8907,8
2999,2714,6
343425,2714,10
368668,2714,9
349566,2714,10
115827,2714,10
251167,747,6
513790,4626,10
101434,2714,8
29534,2714,9
406737,747,10
81269,1405,10
169557,6515,9
79173,2714,8
532355,2714,10
211216,2714,8
460858,2714,7
94118,747,10
134294,747,10
138391,2714,7
89938,2714,10
449618,2714,9
21800,2714,10
430587,5237,10
324626,2714,9
345151,2714,9
228073,2714,10
70228,2714,10
132954,2604,10
214887,7271,8
563253,2714,8
220023,2714,10
89385,2714,8
478010,2501,4
411262,2714,8
96252,2714,9
236816,2714,5
313162,10071,8
73205,2714,7
339327,2714,10
548204,2428,8
289367,747,10
332221,747,10
394551,2714,7
429487,747,10
247536,7878,8
8387,2714,6
459083,2714,8
202993,747,10
383269,2714,4
24570,747,10
428915,2714,8
266480,2714,4
507666,747,10
71924,2714,8
292716,747,10
225531,2714,9
428268,747,10
162350,2714,5
474637,2714,10
57384,2714,10
396139,3872,2
160973,2714,7
304432,747,10
491691,2714,9
496584,2714,10
487653,6730,10
292627,2714,8
562844,2714,10
183162,747,10
188118,2714,6
133729,2714,10
263332,2714,8
401784,747,9
373100,747,9
366451,2714,8
103682,2714,8
484562,2714,9
89010,4648,10
468067,2217,8
212576,2714,10
181661,2714,8
475176,747,10
250091,747,10
140375,2714,8
589769,2714,10
129737,2714,10
91758,5183,8
538721,747,7
76290,747,5
39167,2714,10
425036,2714,10
417125,2714,10
562133,747,8
436695,2714,10
512109,2714,7
533784,2714,10
368787,747,9
336483,2714,10
183975,2714,10
153723,2714,6
365803,2028,9
31377,2714,9
540721,2714,10
44561,2714,10
419447,2714,8
422093,2714,10
100017,2714,6
45190,2714,8
337476,2714,10
238463,2714,10
219234,2714,9
243998,2714,10
201844,747,7
219513,2714,10
207325,747,10
531236,631,8
24645,5958,10
485539,2714,9
428742,2714,8
75114,747,9
70408,747,8
108466,747,8
95637,2714,10
181203,2714,10
554531,2714,9
397839,747,9
269187,468,8
581374,2714,8
323190,2714,10
229787,747,10
419352,7166,10
573034,2714,10
490135,2714,10
532023,2714,10
262938,396,10
102688,2714,8
92009,2714,10
100344,2714,4
413291,2714,10
266129,2714,7
220517,2714,5
263620,2714,8
537605,2714,10
50137,2714,10
205730,2714,8
496058,2714,9
362101,5694,8
558786,747,10
509910,2714,10
545503,2714,8
174646,747,4
1153,2714,6
1809,2714,10
503947,1912,9
315871,2714,10
40425,2714,8
71951,2714,10
97466,9329,8
354730,747,7
351075,4764,9
541968,1557,10
101544,2714,9
347014,7609,9
210622,2714,8
158883,2714,8
137225,6641,8
537525,8323,8
314999,2714,9
514696,747,10
378763,747,10
213424,2714,10
525178,4743,10
186032,4844,10
583249,2714,7
66183,747,10
391052,7609,10
392250,2714,8
247177,5635,10
389834,2714,8
220069,2714,9
478614,747,10
285913,10139,10
116973,2714,8
245127,747,9
251662,2714,9
158915,2714,10
578642,2714,10
76000,2714,10
234326,2714,10
426780,2714,9
181381,2714,10
359264,2714,10
31165,2714,10
459754,4648,10
53618,2714,10
141862,2714,10
232776,2714,10
559558,728,6
347394,2714,5
182043,2714,4
473173,2714,8
108466,2714,8
588247,2714,10
379277,2714,4
498709,2714,10
7922,2714,10
482959,747,9
263963,2714,10
354343,2714,8
106399,2714,8
69620,2714,8
543557,747,10
480510,747,10
147402,2714,10
367878,2714,10
156023,747,9
522075,2714,10
57119,2714,10
397826,2714,6
570393,747,9
246386,2714,10
520567,2714,10
475129,1912,8
12447,2714,5
313567,2714,10
231550,2714,8
585680,2714,10
191654,2714,8
138873,747,9
560427,2714,7
132717,2604,6
315509,2714,9
35677,4735,9
322895,2714,10
138738,2714,2
373100,2714,8
311350,2714,10
78740,2714,9
100926,747,8
557121,40,10
90387,2714,8
155488,2714,8
456474,8075,10
203286,2714,10
120565,2964,8
144564,2714,10
306636,2714,10
41358,747,10
377540,747,10
1594,2714,10
414954,2714,9
261532,2714,9
349137,747,7
571955,2714,10
534650,2714,7
226550,2714,8
24588,2714,10
60073,747,10
161762,747,7
574126,2714,10
345395,2714,8
281041,2714,9
575326,2714,10
528123,9353,10
277216,747,8
456532,2964,8
101757,2714,8
114761,2714,9
183672,2714,10
81678,747,8
85352,2714,10
185925,2714,8
445769,2714,10
244276,2714,8
1820,747,9
20188,4729,9
315851,1386,5
222096,6047,10
446844,2714,6
444225,2714,10
150767,2714,10
19580,2714,3
469106,2714,10
32528,2714,10
207703,2714,10
474683,2714,10
378763,2714,10
540445,4764,9
322581,4626,9
474896,2714,10
161762,2714,8
525774,2714,9
123805,2714,9
378841,2714,10
169132,1196,7
337086,747,4
394005,2714,10
104391,4626,7
29485,2714,9
5608,2714,8
436485,5677,10
180638,2714,9
120001,2714,8
557473,2714,6
585161,747,10
542307,7174,9
253377,2714,10
134087,2801,10
394374,6500,8
428617,2714,10
548572,10039,8
193439,2714,8
589099,9404,10
91061,2714,10
566004,2714,10
478614,2714,10
110390,2714,4
40353,2714,8
335606,747,10
321895,2714,9
28282,2714,10
144503,747,9
459188,747,10
478726,2714,10
372142,2714,9
120761,2714,8
490418,2714,8
459949,4764,10
397324,2714,8
511922,747,9
529657,2714,9
320043,2714,10
194801,526,3
405579,2714,8
158883,747,8
172228,2714,10
243121,2714,10
362992,1912,8
248998,2714,10
412932,747,10
72123,2714,8
425370,2714,10
339665,2714,8
93785,2714,10
222252,2714,2
310081,2714,9
356018,2714,8
365922,2714,9
371298,2714,8
520272,2714,8
306566,2714,8
471518,2714,10
493480,2714,8
573200,747,8
516575,747,10
590219,5441,6
441298,2714,8
459754,2714,10
100090,4031,7
325801,747,10
64701,2714,9
428319,2714,6
432085,747,5
141788,747,10
271099,2714,9
535660,2714,9
184521,2714,10
470255,2714,10
323626,2714,10
360125,2714,2
290631,2714,7
403525,2714,8
382089,2714,10
180376,2714,9
496764,2714,7
248716,2714,10
61228,747,8
213564,2714,10
520500,2714,6
442419,2714,8
541331,2714,8
291173,2714,9
379588,2714,8
227856,747,9
575847,2714,9
534383,2714,10
252244,2714,9
432512,2714,10
449811,747,10
489423,2714,10
408378,2714,10
39555,747,10
549402,2714,10
99477,2714,7
516420,2714,9
459397,2714,10
7608,2714,10
158517,747,10
533909,747,10
420011,747,10
574905,747,10
475774,747,10
182270,925,8
419483,2714,8
372778,2714,10
214384,2714,9
195597,2714,8
260903,2714,10
93113,468,10
295820,2714,8
176041,5427,5
84131,747,10
166392,2714,8
221763,747,10
340901,2714,8
393676,2714,10
128563,2714,7
265687,2714,10
337371,2714,10
459865,9392,10
552105,747,10
391840,2714,10
351523,2714,6
68580,2714,8
153728,2714,8
145608,2714,8
48184,2714,10
404445,2714,9
272903,2714,8
399740,747,8
282771,2714,4
345578,2714,8
109695,2714,9
515531,2714,8
536242,2714,8
470115,7174,4
232871,2714,8
423281,2714,10
459883,2714,9
82692,2714,10
370427,2714,10
238101,747,10
98174,2714,9
322566,2714,8
54234,2714,10
393374,2714,10
423235,747,6
357293,2714,7
364363,2714,7
331372,2714,10
373369,2714,10
389220,994,10
217853,747,10
457397,2714,8
118822,2714,6
503576,2714,8
552057,2714,6
115591,2714,5
294962,747,10
329678,747,10
197362,747,10
116639,747,9
521899,2714,8
250695,747,10
167246,2714,7
206386,2714,10
392966,2714,10
80810,2714,8
379171,747,10
295841,2714,9
212354,4558,10
474683,747,10
40693,2714,9
435211,2714,8
268216,2714,10
137341,2714,10
105102,2714,10
289098,747,8
404566,2714,10
353165,2714,10
26725,747,8
524012,2714,10
510680,2328,8
382821,2714,8
438504,2714,6
476212,2714,8
23730,747,10
395742,2714,8
570228,2714,10
589866,2714,9
227991,2714,9
393374,747,10
534650,747,10
575664,747,10
571260,2714,10
166392,747,10
160461,2714,5
223850,2714,9
112279,2714,10
526546,2714,7
238473,2714,4
343475,2714,10
264674,747,10
73508,2714,8
501482,747,8
216847,2714,10
97321,2714,4
186529,2622,10
124938,2714,10
265507,2714,10
498888,1461,10
265496,2714,9
590596,2714,10
384587,2714,10
61483,747,9
147786,747,10
393486,2714,10
497736,747,10
528123,2714,10
440651,2714,6
359837,2714,9
590826,2714,10
486150,2714,9
18171,2714,9
501482,2714,10
45910,2714,10
301991,2714,10
321895,747,10
139909,747,4
247966,2714,5
513357,2714,6
281995,1693,10
77793,2714,8
281995,2703,9
541035,2714,10
471198,5863,8
162176,2714,10
300434,2714,8
531374,2714,9
116978,2714,9
85259,2714,6
471035,2714,8
54337,2714,8
57918,747,10
11779,7954,10
459856,747,10
136901,2714,5
590913,2714,8
45654,2714,6
65391,2986,7
352143,2714,10
148920,2714,10
533079,5298,6
123805,747,8
405185,2714,10
250652,2714,10
203590,2714,10
144637,2714,8
229108,4764,10
504520,747,10
492582,2714,10
550115,8390,2
505648,2714,8
174790,9597,10
440503,2714,10
299421,2714,10
303252,2714,6
531209,2714,10
471704,747,9
495956,2714,8
213558,2714,10
314741,2714,4
483784,2714,10
513767,2714,8
173106,747,10
393063,2714,8
366042,2714,10
335939,2714,10
534944,4894,10
435900,747,10
278774,2714,9
527919,2714,10
591089,2714,9
560055,2714,7
319799,2714,8
521663,2714,10
225731,2714,8
236415,2714,9
470480,747,9
376745,2714,10
225154,2714,7
239131,2714,8
278233,2340,9
146511,2714,7
93113,925,10
543409,6591,10
137958,6119,10
351278,2714,10
238822,2714,8
312253,2714,10
247237,2714,8
269520,2714,9
124127,747,10
321436,2714,7
446393,9696,4
580964,9068,9
399015,2714,6
218545,2714,10
303111,747,5
349580,2714,5
542100,2714,8
306040,728,8
185972,2714,8
46510,747,8
120989,1461,10
363292,2714,9
535750,747,10
317876,2714,10
153084,2714,9
234742,2714,4
275126,2714,6
80341,747,10
516885,2714,10
135483,2714,8
553997,2714,8
459890,2714,6
409320,2714,10
37516,747,10
8962,2714,8
376250,747,9
228021,2714,8
295250,2714,10
513258,2714,9
229265,747,9
34350,2714,8
526345,2714,10
582574,2714,10
359651,2714,6
974,925,5
438869,2714,10
154935,2714,10
339244,2714,10
2120,18,10
195843,747,10
64476,6551,10
552210,747,9
332186,5441,7
377907,2714,10
343440,2714,7
117901,2714,10
71433,2714,8
538834,747,10
122133,2714,10
486881,2714,9
56049,2714,10
363149,2714,8
121294,747,10
189992,2714,6
453791,2714,10
2747,747,8
556109,747,7
278030,2714,8
530252,747,10
476005,747,10
538184,2714,10
162432,2714,10
363149,747,8
104024,2714,10
62169,7207,8
41657,2714,10
305670,2714,8
12422,2714,10
286428,2714,8
510449,2714,8
118353,747,10
273032,2714,10
42697,747,8
175078,747,10
514776,747,4
358813,747,10
375631,2714,10
589099,747,7
371864,8901,9
155826,2714,10
198331,2714,10
543409,4764,10
24658,2714,10
562852,2714,10
143975,2714,9
397679,2714,8
453740,2714,10
426340,2714,10
89049,2714,10
522134,2714,10
97352,747,10
297577,2714,10
341830,2714,10
528666,747,9
461082,2714,10
222001,2714,9
279685,2714,4
41005,747,10
430145,747,7
553535,2714,10
188404,2714,10
391704,747,10
334593,747,8
307973,2714,7
290451,4103,1
167666,2714,5
391837,2714,9
64439,747,10
13611,2714,8
209953,2714,10
335231,2714,5
12167,18,8
145449,2714,9
561522,747,9
61185,747,9
123903,2714,10
454647,2714,8
520624,2714,5
589099,2714,8
335,2714,8
385716,2714,8
583572,2714,8
573286,2714,8
291355,2949,8
179754,2714,10
22267,2714,8
140577,5007,10
50397,2714,9
473133,2714,9
65859,2714,8
571509,4626,5
26871,2714,10
504448,2714,10
491234,2714,8
381635,747,10
90473,2714,10
563253,747,10
389467,2714,7
446746,2714,10
30213,2714,8
322928,2714,10
161490,2714,6
515652,2714,10
525222,2714,8
478550,2714,9
363770,2714,8
39905,2714,9
335385,2714,10
352134,2714,8
118570,6047,8
81149,2714,9
124360,2714,10
195376,2714,10
396363,2714,8
522683,747,10
120626,2714,10
287397,2714,6
228359,2714,10
208212,2714,10
171221,2714,5
258554,747,8
232958,2714,10
24327,2714,9
91690,2714,4
380243,2714,10
511654,2714,8
91046,2714,9
153329,747,6
326961,2714,9
159926,9373,8
225873,2714,9
168730,2714,8
124429,2714,7
551242,2714,9
580502,2714,10
447132,2714,10
271557,2714,10
56526,2714,8
120009,2714,10
588596,2714,8
31315,2714,9
474711,2714,10
465267,2714,10
31911,2714,10
310926,5434,10
284505,7492,9
138027,747,9
365174,747,10
206212,2714,9
46630,2714,10
31254,2714,10
389467,747,9
401522,2714,9
54870,2714,10
30168,2714,10
421199,2714,7
273725,2714,4
407456,2714,10
283693,4486,8
17472,2714,9
71297,2714,7
205049,2714,10
89313,2714,8
99055,2714,9
360158,2714,10
590624,2714,10
339205,2714,8
73954,2714,10
320467,747,9
439101,2714,8
107903,2714,9
10783,2714,10
169444,3206,10
181542,2714,6
447663,747,10
393712,10071,6
80928,2714,10
178182,747,8
477423,2714,10
69453,2714,10
374592,2714,10
507755,2714,5
5235,2714,10
218219,2714,10
89125,2714,10
264287,2714,10
405881,2714,10
229265,2714,5
383878,2714,2
347183,2714,10
585254,2714,7
566769,2714,7
99097,2714,8
133852,2714,5
355009,2714,8
240955,2714,8
506582,747,10
104558,2714,10
5557,2714,10
501836,7720,6
91097,747,9
566754,2714,9
349300,2714,9
164889,2714,8
448012,2714,5
562165,747,10
550694,2714,9
148477,2714,8
521285,2714,2
534537,747,10
505144,2714,9
301660,2714,10
412150,2714,4
144280,2714,10
236827,2714,10
207713,9151,7
71899,747,6
236123,2714,9
256409,2714,10
61848,2714,7
6557,4486,7
586333,2714,10
486668,2714,9
107595,2714,6
306738,2714,7
558541,2714,10
454720,2714,10
462104,2714,10
251621,747,9
327970,747,8
307829,2714,7
385153,2714,10
504911,2714,8
557794,2714,8
310116,2714,10
21153,2714,8
530001,2714,7
165400,2714,10
325424,2714,7
292483,2714,10
502573,2714,9
539620,747,6
536046,2714,10
222377,2714,8
16182,2714,6
183821,2714,10
246638,747,10
301322,2714,9
326413,6591,9
331034,747,10
179877,747,10
580366,2714,8
576340,2714,10
528135,8822,10
225,747,8
365269,2714,7
143134,747,8
318501,2714,9
180489,747,10
390171,6684,4
286919,2714,10
197337,2714,8
488083,2714,10
247975,2714,8
303883,747,7
242210,747,10
403383,2714,8
429634,2714,8
361653,2714,10
279685,747,4
492881,2714,9
514776,2714,10
350660,2714,10
339650,2714,9
517469,2714,10
549282,2714,9
550561,2714,10
80175,747,10
419459,2714,9
379547,9335,7
505096,5867,10
172454,2714,10
123001,2714,10
240465,2714,7
543300,747,10
254352,2714,9
188877,2714,10
358985,2714,8
252015,2714,10
338852,2714,8
331111,2714,9
186082,9597,4
63140,2714,8
46168,2714,10
375643,2714,10
250722,2714,8
580829,4889,9
173106,2714,10
363179,2714,8
369466,10039,10
113103,747,4
329202,2714,10
96359,2714,10
470143,2714,8
395400,582,9
580829,2714,10
220493,2714,8
436207,3148,6
111915,2714,10
414635,2714,10
512002,1557,8
300454,747,10
127768,8182,9
220976,2714,10
543430,2714,10
540175,2714,10
181064,747,7
191427,2714,8
112663,2714,9
242210,2714,10
249472,2714,10
305880,6374,5
390031,2714,10
358813,2714,10
90775,2714,9
417716,2714,9
579821,2714,10
338067,2714,10
365391,2714,10
170076,2714,10
380421,2714,9
437642,2714,8
497125,2714,6
367672,747,10
419070,2714,9
275681,2714,8
202411,2714,8
196015,5562,7
461909,2714,8
231912,747,10
228704,2714,8
228843,2714,8
149743,2714,8
216498,747,4
530064,2714,10
509547,2714,10
294188,2714,6
160769,2714,6
332794,2714,9
393435,2714,8
56165,2714,7
479719,2714,10
371972,747,10
591147,747,10
117801,747,10
427054,2714,9
275103,2714,9
386485,2714,5
422977,4501,5
553138,2714,9
220818,2714,8
226286,2714,10
435900,2714,8
182315,2714,10
347562,7632,10
3532,2714,10
43365,747,10
445701,2714,2
369791,747,10
506344,747,7
535091,2714,5
6582,3438,4
63307,2714,8
20263,2714,9
506582,2714,10
394205,2714,10
165989,747,10
544410,2714,10
228782,2714,10
301139,2714,9
353752,747,10
445335,2714,7
150287,7271,9
546324,2714,10
281207,747,5
237606,2714,10
429444,4481,8
576140,2714,10
68692,2714,10
343504,2714,9
74056,2714,8
485785,2714,8
267817,747,10
491145,2714,7
309560,2714,10
318992,2714,10
274502,747,10
25489,2714,9
126565,2714,9
238011,2714,10
278173,747,10
579632,2714,10
206513,2714,10
89107,2714,8
424979,747,10
377381,2714,9
536342,2714,7
280574,2714,10
295485,2642,6
295279,2714,10
505961,2714,10
318220,2714,8
369635,2714,10
354729,2028,10
333176,747,7
552335,2714,10
2992,2714,8
66415,2714,9
81963,2714,10
261771,2714,9
369768,2714,4
405412,2714,10
133558,2714,4
28202,2714,9
562165,2714,10
277982,2714,10
536972,2714,10
489557,2714,10
180052,747,4
368500,2714,10
133571,2714,10
284256,7271,7
110249,2714,8
299066,2714,10
118415,2714,8
155935,747,10
196917,2714,10
273402,2714,8
175667,747,6
182789,747,10
154143,2714,10
269517,2714,7
118428,747,10
442461,747,10
348917,2714,6
23039,2714,9
45750,2714,8
52526,2714,10
54091,2714,8
74853,2714,8
386289,2714,10
43051,2714,10
524648,2714,10
244030,2714,8
523916,2714,9
143114,2714,8
49445,2714,10
30389,2714,7
317824,2714,10
303628,2714,10
211440,2714,10
524151,2714,10
411959,2714,10
62378,2714,10
137830,2714,10
187229,2714,10
6165,2714,10
344803,5562,5
468578,747,10
242354,2714,10
130518,2714,10
592853,2714,4
21220,747,10
163050,2714,10
259435,2714,9
87450,2714,8
89247,747,7
154655,2714,9
264569,2714,10
189795,2714,10
299265,2714,8
178744,2714,9
409620,2714,7
384794,2714,10
563252,2714,9
147344,2714,8
44427,2714,9
28147,747,10
277252,747,10
95764,2714,6
325035,2714,9
559379,4510,5
443873,2714,9
194801,2714,10
436148,2714,10
394047,747,10
343404,2714,10
536972,747,10
405201,2714,10
149589,2714,8
495819,2714,8
15845,2714,6
435629,2714,10
35809,747,7
248191,747,10
472156,2714,10
140179,2714,9
122153,2714,8
561112,747,9
548867,2714,10
549776,747,8
61296,2714,10
498000,747,10
280384,747,10
503668,747,9
425748,747,10
461097,2714,9
381247,2714,10
372851,2714,10
109416,2714,10
173257,2714,10
458188,747,9
506401,2714,6
588494,2714,8
316410,3162,8
203545,747,8
179318,2622,10
545973,2714,6
194354,2714,6
224448,2714,10
56857,2714,8
154584,2714,7
403926,2714,7
267817,2714,10
483556,2714,10
176738,4764,10
40241,2714,7
303760,2714,10
577573,2714,10
458279,5258,10
356796,747,9
85924,2714,6
7607,2714,10
359790,2714,10
489187,2714,10
417759,2714,9
157501,2714,10
363943,2714,8
569689,2714,9
153453,10071,8
250104,2714,10
217571,2714,8
483240,2714,8
235644,2714,4
247217,8210,8
215141,2714,7
107541,747,10
567252,747,10
199114,2714,6
518527,2714,10
436966,2714,10
398253,2714,10
232749,747,9
108428,2714,5
282517,2714,8
52781,2714,6
286389,7223,10
95623,9662,10
191565,2714,8
525813,2714,10
80089,747,7
242467,747,10
233545,2714,10
218206,2714,8
422739,2714,7
216167,747,10
407964,2714,7
293698,2714,9
251653,2714,9
306206,2714,8
252992,2714,9
16587,2714,10
442147,747,10
34287,2714,10
216780,2714,8
42969,747,8
58990,2714,8
409927,2714,8
554649,747,8
157397,747,8
232347,2714,10
412617,747,10
397892,3469,9
537422,747,10
142175,2714,8
373153,2714,10
29569,2714,10
312377,2714,9
570392,2714,10
530919,2714,9
84371,2714,10
510679,747,9
531443,747,10
61985,2714,10
207836,2714,10
310513,9904,10
338877,2714,10
397539,2714,9
216849,2714,10
27561,2714,10
536480,5425,8
11390,2714,9
552914,2714,9
549776,2714,8
479871,2714,9
18544,2714,10
80331,2714,7
584954,2714,10
542614,2714,10
394606,2714,8
454060,2714,10
543157,2714,8
9039,2714,7
550520,747,4
433358,2714,9
210944,2714,10
299759,747,10
203545,2714,3
148847,747,10
41922,2714,10
150638,2714,6
530020,2714,8
19285,2714,10
49890,2714,8
156668,2714,7
105182,747,9
125540,2714,10
190179,2714,9
299531,2714,9
88898,2714,10
519186,5194,9
345755,747,7
467748,2714,10
144987,2714,8
151914,2714,9
567752,2714,7
17024,2714,10
158713,2714,9
199316,2714,9
461233,2714,10
227170,2714,9
226202,2714,8
308565,2714,10
183568,747,10
357935,2714,4
529481,747,9
24245,2714,8
389959,2714,9
391878,2714,8
311187,2714,10
484468,2714,10
136000,2714,10
24124,9295,2
426293,2714,10
1525,2714,10
573762,747,8
31755,2714,10
426484,2714,9
228172,2714,9
560722,2714,8
558400,2714,9
93154,2714,10
28448,4929,5
416928,2714,9
507880,2714,8
286512,747,10
398026,2714,8
536342,747,10
438966,2714,10
492844,2714,8
67446,747,10
530599,2714,4
395649,5863,5
369797,2714,7
189085,2714,6
361361,2714,9
90034,747,4
382585,2714,8
161728,2714,10
146150,2714,10
485136,9662,10
568290,2714,10
437019,2714,10
364202,2714,9
521393,747,10
301159,747,10
289075,2714,10
474227,2714,8
463272,2714,8
337950,2714,10
445820,2714,9
166205,2714,8
459030,2714,4
68942,2714,7
429175,2714,10
30769,2714,10
137833,2714,8
488076,9418,10
311821,2714,8
288342,2714,8
362301,2714,10
121998,2714,10
102201,2714,9
132292,747,10
560193,2714,9
468950,2714,10
10429,2714,10
324772,2714,8
11762,2714,9
177274,2714,8
131132,2714,6
466400,2714,10
362101,6407,10
305832,747,10
85382,2714,10
308773,2714,10
105747,2231,6
415726,2714,8
491039,2714,10
62617,747,8
158804,8916,10
86262,2714,10
117788,747,8
396152,747,10
177847,2714,10
9709,747,10
228298,2714,10
384026,2714,10
219863,2714,8
234356,2714,10
371436,2714,6
106235,2714,10
120847,2714,8
537668,747,10
431734,2714,10
356277,2714,10
466548,2714,10
204872,2714,9
228212,747,10
572400,2714,2
370376,2714,10
190024,2424,4
511427,2714,4
287322,2714,4
188669,2714,9
123761,2714,9
554646,2714,5
4206,2714,10
376409,747,9
376409,2714,8
447250,2714,10
334654,2714,7
571451,2714,6
358394,2714,9
65841,2714,10
338457,2714,10
388373,2714,10
86517,2714,5
480585,2714,9
141235,2714,4
411008,2714,2
97509,2714,9
